reactions,metabolites,metabolitestotal,gpr,genes
FADMQOR_num5,mqn8_c,mqn8,protein_5653 and protein_6952 and protein_8012,protein_6952
FALDH2_num2,hmgth_c,hmgth,protein_4012,protein_4012
FALDtpp2_num2,fald_c,fald,protein_7810,protein_7810
FAS140_num2,ddca_c,ddca,protein_4185 and protein_5498 and protein_5655,protein_4185
FAS140_num2,ddca_c,ddca,protein_4185 and protein_5498 and protein_5655,protein_5498
FAS140_num2,ddca_c,ddca,protein_4185 and protein_5498 and protein_5655,protein_5655
FAS140_num2,malcoa_c,malcoa,protein_4185 and protein_5498 and protein_5655,protein_4185
FAS140_num2,malcoa_c,malcoa,protein_4185 and protein_5498 and protein_5655,protein_5498
FAS140_num2,malcoa_c,malcoa,protein_4185 and protein_5498 and protein_5655,protein_5655
FASC141ACP_num2,ddcaACP_c,ddcaACP,protein_2942 and protein_5139 and protein_5668,protein_5668
FASC141ACP_num2,ddcaACP_c,ddcaACP,protein_2942 and protein_5139 and protein_5668,protein_2942
FASC141ACP_num2,ddcaACP_c,ddcaACP,protein_2942 and protein_5139 and protein_5668,protein_5139
FASC141ACP_num2,malACP_c,malACP,protein_2942 and protein_5139 and protein_5668,protein_5668
FASC141ACP_num2,malACP_c,malACP,protein_2942 and protein_5139 and protein_5668,protein_2942
FASC141ACP_num2,malACP_c,malACP,protein_2942 and protein_5139 and protein_5668,protein_5139
FBP_num2,fdp_c,fdp,protein_5223,protein_5223
FBP_num3,fdp_c,fdp,protein_973,protein_973
FDH_num2,for_c,for,protein_1482,protein_1482
FDH_num3,for_c,for,protein_3469,protein_3469
FDH_num4,for_c,for,protein_4171,protein_4171
FDH_num5,for_c,for,protein_4367,protein_4367
FDH_num6,for_c,for,protein_6382,protein_6382
FDH_num7,for_c,for,protein_6776,protein_6776
FDH_num8,for_c,for,protein_1478 and protein_1482,protein_1478
FDH_num8,for_c,for,protein_1478 and protein_1482,protein_1482
FDH_num9,for_c,for,protein_1478 and protein_4367,protein_1478
FDH_num9,for_c,for,protein_1478 and protein_4367,protein_4367
FDH_num10,for_c,for,protein_4366 and protein_4367,protein_4366
FDH_num10,for_c,for,protein_4366 and protein_4367,protein_4367
FDH4pp_num2,for_p,for,protein_4366 and protein_4367,protein_4366
FDH4pp_num2,for_p,for,protein_4366 and protein_4367,protein_4367
FDH5pp_num2,for_p,for,protein_4366 and protein_4367,protein_4366
FDH5pp_num2,for_p,for,protein_4366 and protein_4367,protein_4367
FDH5pp_num2,mqn8_c,mqn8,protein_4366 and protein_4367,protein_4366
FDH5pp_num2,mqn8_c,mqn8,protein_4366 and protein_4367,protein_4367
FDMO_num2,fmnh2_c,fmnh2,protein_4840,protein_4840
FDMO_num2,isetac_c,isetac,protein_4840,protein_4840
FE3DCIT2abcpp_num2,fe3dcit_p,fe3dcit,protein_6180 and protein_6566,protein_6180
FE3DCIT2abcpp_num2,fe3dcit_p,fe3dcit,protein_6180 and protein_6566,protein_6566
FE3DCITabcpp_num2,fe3dcit_p,fe3dcit,protein_419 and protein_5005,protein_419
FE3DCITabcpp_num2,fe3dcit_p,fe3dcit,protein_419 and protein_5005,protein_5005
FE3DCITabcpp_num3,fe3dcit_p,fe3dcit,protein_6180 and protein_6566,protein_6180
FE3DCITabcpp_num3,fe3dcit_p,fe3dcit,protein_6180 and protein_6566,protein_6566
FE3DCITabcpp_num4,fe3dcit_p,fe3dcit,protein_417 and protein_419 and protein_5008,protein_417
FE3DCITabcpp_num4,fe3dcit_p,fe3dcit,protein_417 and protein_419 and protein_5008,protein_419
FE3DCITabcpp_num4,fe3dcit_p,fe3dcit,protein_417 and protein_419 and protein_5008,protein_5008
FEDCabc_num2,cit_e,cit,protein_5398,protein_5398
FEDCabc_num3,cit_e,cit,protein_1426 and protein_6566,protein_6566
FEDCabc_num3,cit_e,cit,protein_1426 and protein_6566,protein_1426
FEDCabc_num4,cit_e,cit,protein_3246 and protein_6567,protein_6567
FEDCabc_num4,cit_e,cit,protein_3246 and protein_6567,protein_3246
FEDCabc_num5,cit_e,cit,protein_5398 and protein_6567,protein_6567
FEDCabc_num5,cit_e,cit,protein_5398 and protein_6567,protein_5398
FEDCabc_num6,cit_e,cit,protein_1345 and protein_418 and protein_5008,protein_418
FEDCabc_num6,cit_e,cit,protein_1345 and protein_418 and protein_5008,protein_1345
FEDCabc_num6,cit_e,cit,protein_1345 and protein_418 and protein_5008,protein_5008
FMNRx_num2,fmn_c,fmn,protein_2561,protein_2561
FMNRx2_num2,fmn_c,fmn,protein_305,protein_305
FOLD3_num2,2ahhmd_c,2ahhmd,protein_3616,protein_3616
FOLD3_num2,4abz_c,4abz,protein_3616,protein_3616
FOLD3_num3,2ahhmd_c,2ahhmd,protein_404,protein_404
FOLD3_num3,4abz_c,4abz,protein_404,protein_404
FOLD3_num4,2ahhmd_c,2ahhmd,protein_4062,protein_4062
FOLD3_num4,4abz_c,4abz,protein_4062,protein_4062
FORAMD_num2,frmd_c,frmd,protein_3871,protein_3871
FRD_num2,fum_c,fum,protein_7395 and protein_7396 and protein_7397 and protein_7398,protein_7398
FRD_num2,fum_c,fum,protein_7395 and protein_7396 and protein_7397 and protein_7398,protein_7396
FRD_num2,fum_c,fum,protein_7395 and protein_7396 and protein_7397 and protein_7398,protein_7395
FRD_num2,fum_c,fum,protein_7395 and protein_7396 and protein_7397 and protein_7398,protein_7397
FRD2_num2,fum_c,fum,protein_5811,protein_5811
FRD2_num2,mql8_c,mql8,protein_5811,protein_5811
FRD2_num3,fum_c,fum,protein_7397,protein_7397
FRD2_num3,mql8_c,mql8,protein_7397,protein_7397
FRD2_num4,fum_c,fum,protein_5462 and protein_5811,protein_5462
FRD2_num4,fum_c,fum,protein_5462 and protein_5811,protein_5811
FRD2_num4,mql8_c,mql8,protein_5462 and protein_5811,protein_5462
FRD2_num4,mql8_c,mql8,protein_5462 and protein_5811,protein_5811
FRD2_num5,fum_c,fum,protein_7397 and protein_7398,protein_7397
FRD2_num5,fum_c,fum,protein_7397 and protein_7398,protein_7398
FRD2_num5,mql8_c,mql8,protein_7397 and protein_7398,protein_7397
FRD2_num5,mql8_c,mql8,protein_7397 and protein_7398,protein_7398
FRD2_num6,fum_c,fum,protein_1247 and protein_7395 and protein_7396 and protein_7397,protein_1247
FRD2_num6,fum_c,fum,protein_1247 and protein_7395 and protein_7396 and protein_7397,protein_7396
FRD2_num6,fum_c,fum,protein_1247 and protein_7395 and protein_7396 and protein_7397,protein_7395
FRD2_num6,fum_c,fum,protein_1247 and protein_7395 and protein_7396 and protein_7397,protein_7397
FRD2_num6,mql8_c,mql8,protein_1247 and protein_7395 and protein_7396 and protein_7397,protein_1247
FRD2_num6,mql8_c,mql8,protein_1247 and protein_7395 and protein_7396 and protein_7397,protein_7396
FRD2_num6,mql8_c,mql8,protein_1247 and protein_7395 and protein_7396 and protein_7397,protein_7395
FRD2_num6,mql8_c,mql8,protein_1247 and protein_7395 and protein_7396 and protein_7397,protein_7397
FRD2_num7,fum_c,fum,protein_1248 and protein_7395 and protein_7396 and protein_7397,protein_7396
FRD2_num7,fum_c,fum,protein_1248 and protein_7395 and protein_7396 and protein_7397,protein_1248
FRD2_num7,fum_c,fum,protein_1248 and protein_7395 and protein_7396 and protein_7397,protein_7395
FRD2_num7,fum_c,fum,protein_1248 and protein_7395 and protein_7396 and protein_7397,protein_7397
FRD2_num7,mql8_c,mql8,protein_1248 and protein_7395 and protein_7396 and protein_7397,protein_7396
FRD2_num7,mql8_c,mql8,protein_1248 and protein_7395 and protein_7396 and protein_7397,protein_1248
FRD2_num7,mql8_c,mql8,protein_1248 and protein_7395 and protein_7396 and protein_7397,protein_7395
FRD2_num7,mql8_c,mql8,protein_1248 and protein_7395 and protein_7396 and protein_7397,protein_7397
FRD2_num8,fum_c,fum,protein_7395 and protein_7396 and protein_7397 and protein_7398,protein_7398
FRD2_num8,fum_c,fum,protein_7395 and protein_7396 and protein_7397 and protein_7398,protein_7396
FRD2_num8,fum_c,fum,protein_7395 and protein_7396 and protein_7397 and protein_7398,protein_7395
FRD2_num8,fum_c,fum,protein_7395 and protein_7396 and protein_7397 and protein_7398,protein_7397
FRD2_num8,mql8_c,mql8,protein_7395 and protein_7396 and protein_7397 and protein_7398,protein_7398
FRD2_num8,mql8_c,mql8,protein_7395 and protein_7396 and protein_7397 and protein_7398,protein_7396
FRD2_num8,mql8_c,mql8,protein_7395 and protein_7396 and protein_7397 and protein_7398,protein_7395
FRD2_num8,mql8_c,mql8,protein_7395 and protein_7396 and protein_7397 and protein_7398,protein_7397
FRD2rpp_num2,mqn8_c,mqn8,protein_5810 and protein_5811 and protein_5812,protein_5812
FRD2rpp_num2,mqn8_c,mqn8,protein_5810 and protein_5811 and protein_5812,protein_5811
FRD2rpp_num2,mqn8_c,mqn8,protein_5810 and protein_5811 and protein_5812,protein_5810
FRD2rpp_num2,succ_c,succ,protein_5810 and protein_5811 and protein_5812,protein_5812
FRD2rpp_num2,succ_c,succ,protein_5810 and protein_5811 and protein_5812,protein_5811
FRD2rpp_num2,succ_c,succ,protein_5810 and protein_5811 and protein_5812,protein_5810
FRD3_num2,2dmmql8_c,2dmmql8,protein_5811,protein_5811
FRD3_num2,fum_c,fum,protein_5811,protein_5811
FRD3_num3,2dmmql8_c,2dmmql8,protein_7397,protein_7397
FRD3_num3,fum_c,fum,protein_7397,protein_7397
FRD3_num4,2dmmql8_c,2dmmql8,protein_7397 and protein_7398,protein_7397
FRD3_num4,2dmmql8_c,2dmmql8,protein_7397 and protein_7398,protein_7398
FRD3_num4,fum_c,fum,protein_7397 and protein_7398,protein_7397
FRD3_num4,fum_c,fum,protein_7397 and protein_7398,protein_7398
FRD3_num5,2dmmql8_c,2dmmql8,protein_1247 and protein_7395 and protein_7396 and protein_7397,protein_1247
FRD3_num5,2dmmql8_c,2dmmql8,protein_1247 and protein_7395 and protein_7396 and protein_7397,protein_7396
FRD3_num5,2dmmql8_c,2dmmql8,protein_1247 and protein_7395 and protein_7396 and protein_7397,protein_7395
FRD3_num5,2dmmql8_c,2dmmql8,protein_1247 and protein_7395 and protein_7396 and protein_7397,protein_7397
FRD3_num5,fum_c,fum,protein_1247 and protein_7395 and protein_7396 and protein_7397,protein_1247
FRD3_num5,fum_c,fum,protein_1247 and protein_7395 and protein_7396 and protein_7397,protein_7396
FRD3_num5,fum_c,fum,protein_1247 and protein_7395 and protein_7396 and protein_7397,protein_7395
FRD3_num5,fum_c,fum,protein_1247 and protein_7395 and protein_7396 and protein_7397,protein_7397
FRD3_num6,2dmmql8_c,2dmmql8,protein_1248 and protein_7395 and protein_7396 and protein_7397,protein_7396
FRD3_num6,2dmmql8_c,2dmmql8,protein_1248 and protein_7395 and protein_7396 and protein_7397,protein_1248
FRD3_num6,2dmmql8_c,2dmmql8,protein_1248 and protein_7395 and protein_7396 and protein_7397,protein_7395
FRD3_num6,2dmmql8_c,2dmmql8,protein_1248 and protein_7395 and protein_7396 and protein_7397,protein_7397
FRD3_num6,fum_c,fum,protein_1248 and protein_7395 and protein_7396 and protein_7397,protein_7396
FRD3_num6,fum_c,fum,protein_1248 and protein_7395 and protein_7396 and protein_7397,protein_1248
FRD3_num6,fum_c,fum,protein_1248 and protein_7395 and protein_7396 and protein_7397,protein_7395
FRD3_num6,fum_c,fum,protein_1248 and protein_7395 and protein_7396 and protein_7397,protein_7397
FRD3_num7,2dmmql8_c,2dmmql8,protein_7395 and protein_7396 and protein_7397 and protein_7398,protein_7398
FRD3_num7,2dmmql8_c,2dmmql8,protein_7395 and protein_7396 and protein_7397 and protein_7398,protein_7396
FRD3_num7,2dmmql8_c,2dmmql8,protein_7395 and protein_7396 and protein_7397 and protein_7398,protein_7395
FRD3_num7,2dmmql8_c,2dmmql8,protein_7395 and protein_7396 and protein_7397 and protein_7398,protein_7397
FRD3_num7,fum_c,fum,protein_7395 and protein_7396 and protein_7397 and protein_7398,protein_7398
FRD3_num7,fum_c,fum,protein_7395 and protein_7396 and protein_7397 and protein_7398,protein_7396
FRD3_num7,fum_c,fum,protein_7395 and protein_7396 and protein_7397 and protein_7398,protein_7395
FRD3_num7,fum_c,fum,protein_7395 and protein_7396 and protein_7397 and protein_7398,protein_7397
FRTT_num2,frdp_c,frdp,protein_1697,protein_1697
FRTT_num2,ipdp_c,ipdp,protein_1697,protein_1697
FRTT_num3,frdp_c,frdp,protein_1859,protein_1859
FRTT_num3,ipdp_c,ipdp,protein_1859,protein_1859
FRTT_num4,frdp_c,frdp,protein_3187,protein_3187
FRTT_num4,ipdp_c,ipdp,protein_3187,protein_3187
FRTT_num5,frdp_c,frdp,protein_4530,protein_4530
FRTT_num5,ipdp_c,ipdp,protein_4530,protein_4530
FRTT_num6,frdp_c,frdp,protein_4911,protein_4911
FRTT_num6,ipdp_c,ipdp,protein_4911,protein_4911
FRTT_num7,frdp_c,frdp,protein_7672,protein_7672
FRTT_num7,ipdp_c,ipdp,protein_7672,protein_7672
FRTT_num8,frdp_c,frdp,protein_961,protein_961
FRTT_num8,ipdp_c,ipdp,protein_961,protein_961
FRUpts_num2,fru_e,fru,protein_8188,protein_8188
FRUpts_num2,pep_c,pep,protein_8188,protein_8188
FRUpts_num3,fru_e,fru,protein_6080 and protein_8188,protein_6080
FRUpts_num3,fru_e,fru,protein_6080 and protein_8188,protein_8188
FRUpts_num3,pep_c,pep,protein_6080 and protein_8188,protein_6080
FRUpts_num3,pep_c,pep,protein_6080 and protein_8188,protein_8188
FRUptspp_num2,fru_p,fru,protein_6080 and protein_8188,protein_6080
FRUptspp_num2,fru_p,fru,protein_6080 and protein_8188,protein_8188
FRUptspp_num2,pep_c,pep,protein_6080 and protein_8188,protein_6080
FRUptspp_num2,pep_c,pep,protein_6080 and protein_8188,protein_8188
FTHFD_num2,10fthf_c,10fthf,protein_7769,protein_7769
FTHFLi_num2,for_c,for,protein_7457,protein_7457
FTHFLi_num2,thf_c,thf,protein_7457,protein_7457
FUM_num2,fum_c,fum,protein_970,protein_970
FUMAC_num2,4fumacac_c,4fumacac,protein_4113,protein_4113
FUMt2r_num2,fum_e,fum,protein_6588,protein_6588
G1PACT_num2,accoa_c,accoa,protein_803,protein_803
G1PACT_num2,gam1p_c,gam1p,protein_803,protein_803
G3PCabcpp_num2,g3pc_p,g3pc,protein_480 and protein_5488,protein_5488
G3PCabcpp_num2,g3pc_p,g3pc,protein_480 and protein_5488,protein_480
G3PCabcpp_num3,g3pc_p,g3pc,protein_480 and protein_5488 and protein_6644,protein_480
G3PCabcpp_num3,g3pc_p,g3pc,protein_480 and protein_5488 and protein_6644,protein_5488
G3PCabcpp_num3,g3pc_p,g3pc,protein_480 and protein_5488 and protein_6644,protein_6644
G3PD5_num2,glyc3p_c,glyc3p,protein_622,protein_622
G3PD5_num3,glyc3p_c,glyc3p,protein_7302,protein_7302
G3PD6_num2,glyc3p_c,glyc3p,protein_7302,protein_7302
G3PD6_num2,mqn8_c,mqn8,protein_7302,protein_7302
G3PEabcpp_num2,g3pe_p,g3pe,protein_480 and protein_5488,protein_5488
G3PEabcpp_num2,g3pe_p,g3pe,protein_480 and protein_5488,protein_480
G3PEabcpp_num3,g3pe_p,g3pe,protein_480 and protein_5488 and protein_6644,protein_480
G3PEabcpp_num3,g3pe_p,g3pe,protein_480 and protein_5488 and protein_6644,protein_5488
G3PEabcpp_num3,g3pe_p,g3pe,protein_480 and protein_5488 and protein_6644,protein_6644
G3PGabcpp_num2,g3pg_p,g3pg,protein_480 and protein_5488,protein_5488
G3PGabcpp_num2,g3pg_p,g3pg,protein_480 and protein_5488,protein_480
G3PGabcpp_num3,g3pg_p,g3pg,protein_480 and protein_5488 and protein_6644,protein_480
G3PGabcpp_num3,g3pg_p,g3pg,protein_480 and protein_5488 and protein_6644,protein_5488
G3PGabcpp_num3,g3pg_p,g3pg,protein_480 and protein_5488 and protein_6644,protein_6644
G3PIabcpp_num2,g3pi_p,g3pi,protein_480 and protein_5488,protein_5488
G3PIabcpp_num2,g3pi_p,g3pi,protein_480 and protein_5488,protein_480
G3PIabcpp_num3,g3pi_p,g3pi,protein_480 and protein_5488 and protein_6644,protein_480
G3PIabcpp_num3,g3pi_p,g3pi,protein_480 and protein_5488 and protein_6644,protein_5488
G3PIabcpp_num3,g3pi_p,g3pi,protein_480 and protein_5488 and protein_6644,protein_6644
G3PSabcpp_num2,g3ps_p,g3ps,protein_480 and protein_5488,protein_5488
G3PSabcpp_num2,g3ps_p,g3ps,protein_480 and protein_5488,protein_480
G3PSabcpp_num3,g3ps_p,g3ps,protein_480 and protein_5488 and protein_6644,protein_480
G3PSabcpp_num3,g3ps_p,g3ps,protein_480 and protein_5488 and protein_6644,protein_5488
G3PSabcpp_num3,g3ps_p,g3ps,protein_480 and protein_5488 and protein_6644,protein_6644
G3PT_num2,glyc3p_c,glyc3p,protein_568,protein_568
G6PDH2r_num2,g6p_c,g6p,protein_6188,protein_6188
G6PP_num2,g6p_c,g6p,protein_2406,protein_2406
GALURt2r_num2,galur_e,galur,protein_5356,protein_5356
GALUi_num2,g1p_c,g1p,protein_770,protein_770
GALabcpp_num2,gal_p,gal,protein_2004 and protein_5657,protein_5657
GALabcpp_num2,gal_p,gal,protein_2004 and protein_5657,protein_2004
GALabcpp_num3,gal_p,gal,protein_6981 and protein_982,protein_982
GALabcpp_num3,gal_p,gal,protein_6981 and protein_982,protein_6981
GALabcpp_num4,gal_p,gal,protein_2004 and protein_6981 and protein_982,protein_6981
GALabcpp_num4,gal_p,gal,protein_2004 and protein_6981 and protein_982,protein_982
GALabcpp_num4,gal_p,gal,protein_2004 and protein_6981 and protein_982,protein_2004
GALabcpp_num5,gal_p,gal,protein_3652 and protein_981 and protein_982,protein_3652
GALabcpp_num5,gal_p,gal,protein_3652 and protein_981 and protein_982,protein_982
GALabcpp_num5,gal_p,gal,protein_3652 and protein_981 and protein_982,protein_981
GALabcpp_num6,gal_p,gal,protein_6981 and protein_981 and protein_982,protein_6981
GALabcpp_num6,gal_p,gal,protein_6981 and protein_981 and protein_982,protein_982
GALabcpp_num6,gal_p,gal,protein_6981 and protein_981 and protein_982,protein_981
GALt2_num2,gal_e,gal,protein_2904,protein_2904
GALt2pp_num2,gal_p,gal,protein_5465,protein_5465
GAMpts_num2,gam_e,gam,protein_8188,protein_8188
GAMpts_num2,pep_c,pep,protein_8188,protein_8188
GAMpts_num3,gam_e,gam,protein_6303 and protein_8188,protein_6303
GAMpts_num3,gam_e,gam,protein_6303 and protein_8188,protein_8188
GAMpts_num3,pep_c,pep,protein_6303 and protein_8188,protein_6303
GAMpts_num3,pep_c,pep,protein_6303 and protein_8188,protein_8188
GAPDi_nadp_num2,13dpg_c,13dpg,protein_6797,protein_6797
GARFT_num2,10fthf_c,10fthf,protein_7918,protein_7918
GARFT_num2,gar_c,gar,protein_7918,protein_7918
GARFT_num3,10fthf_c,10fthf,protein_7968,protein_7968
GARFT_num3,gar_c,gar,protein_7968,protein_7968
GCALDD_num2,gcald_c,gcald,protein_2851,protein_2851
GCALDD_num3,gcald_c,gcald,protein_3089,protein_3089
GCALDD_num4,gcald_c,gcald,protein_3469,protein_3469
GCALDD_num5,gcald_c,gcald,protein_3492,protein_3492
GCALDD_num6,gcald_c,gcald,protein_3665,protein_3665
GCALDD_num7,gcald_c,gcald,protein_4011,protein_4011
GCALDD_num8,gcald_c,gcald,protein_4749,protein_4749
GCALDD_num9,gcald_c,gcald,protein_6797,protein_6797
GCALDD_num10,gcald_c,gcald,protein_7002,protein_7002
GCCa_num2,gly_c,gly,protein_4624 and protein_6538,protein_6538
GCCa_num2,gly_c,gly,protein_4624 and protein_6538,protein_4624
GCCa_num2,lpro_c,lpro,protein_4624 and protein_6538,protein_6538
GCCa_num2,lpro_c,lpro,protein_4624 and protein_6538,protein_4624
GCCa_num3,gly_c,gly,protein_4624 and protein_4628 and protein_7325,protein_4628
GCCa_num3,gly_c,gly,protein_4624 and protein_4628 and protein_7325,protein_4624
GCCa_num3,gly_c,gly,protein_4624 and protein_4628 and protein_7325,protein_7325
GCCa_num3,lpro_c,lpro,protein_4624 and protein_4628 and protein_7325,protein_4628
GCCa_num3,lpro_c,lpro,protein_4624 and protein_4628 and protein_7325,protein_4624
GCCa_num3,lpro_c,lpro,protein_4624 and protein_4628 and protein_7325,protein_7325
GCCb_num2,alpro_c,alpro,protein_6538,protein_6538
GCCb_num2,thf_c,thf,protein_6538,protein_6538
GCCc_num2,dhlpro_c,dhlpro,protein_7325,protein_7325
GCCc_num3,dhlpro_c,dhlpro,protein_1796 and protein_6516,protein_6516
GCCc_num3,dhlpro_c,dhlpro,protein_1796 and protein_6516,protein_1796
GCCc_num4,dhlpro_c,dhlpro,protein_4624 and protein_4628 and protein_7325,protein_4628
GCCc_num4,dhlpro_c,dhlpro,protein_4624 and protein_4628 and protein_7325,protein_4624
GCCc_num4,dhlpro_c,dhlpro,protein_4624 and protein_4628 and protein_7325,protein_7325
GDH1_num2,glu__L_c,glu__L,protein_6782,protein_6782
GDPTPDP_num2,gdptp_c,gdptp,protein_813,protein_813
GDTPR_num2,pppgpp_c,pppgpp,protein_823,protein_823
GGTT_num2,ggdp_c,ggdp,protein_4911,protein_4911
GGTT_num2,ipdp_c,ipdp,protein_4911,protein_4911
GGTT_num3,ggdp_c,ggdp,protein_5078,protein_5078
GGTT_num3,ipdp_c,ipdp,protein_5078,protein_5078
GGTT_num4,ggdp_c,ggdp,protein_7672,protein_7672
GGTT_num4,ipdp_c,ipdp,protein_7672,protein_7672
GHMT2r_num2,ser__L_c,ser__L,protein_6539,protein_6539
GHMT2r_num2,thf_c,thf,protein_6539,protein_6539
GHMT2r_num3,ser__L_c,ser__L,protein_7533,protein_7533
GHMT2r_num3,thf_c,thf,protein_7533,protein_7533
GLCADpts_num2,glc__aD_e,glc__aD,protein_6300 and protein_6301,protein_6300
GLCADpts_num2,glc__aD_e,glc__aD,protein_6300 and protein_6301,protein_6301
GLCADpts_num2,pep_c,pep,protein_6300 and protein_6301,protein_6300
GLCADpts_num2,pep_c,pep,protein_6300 and protein_6301,protein_6301
GLCADpts_num3,glc__aD_e,glc__aD,protein_6300 and protein_6303,protein_6303
GLCADpts_num3,glc__aD_e,glc__aD,protein_6300 and protein_6303,protein_6300
GLCADpts_num3,pep_c,pep,protein_6300 and protein_6303,protein_6303
GLCADpts_num3,pep_c,pep,protein_6300 and protein_6303,protein_6300
GLCDpp_num2,glc__D_p,glc__D,protein_808,protein_808
GLCOASYNT_num2,S_gtrdhdlp_c,S_gtrdhdlp,protein_7164,protein_7164
GLCURt2r_num2,glcur_e,glcur,protein_3488,protein_3488
GLCURt2r_num3,glcur_e,glcur,protein_5356,protein_5356
GLCabc_num2,glc__D_e,glc__D,protein_5489 and protein_6643,protein_6643
GLCabc_num2,glc__D_e,glc__D,protein_5489 and protein_6643,protein_5489
GLCabc_num3,glc__D_e,glc__D,protein_1083 and protein_1084 and protein_1085 and protein_1086,protein_1085
GLCabc_num3,glc__D_e,glc__D,protein_1083 and protein_1084 and protein_1085 and protein_1086,protein_1083
GLCabc_num3,glc__D_e,glc__D,protein_1083 and protein_1084 and protein_1085 and protein_1086,protein_1086
GLCabc_num3,glc__D_e,glc__D,protein_1083 and protein_1084 and protein_1085 and protein_1086,protein_1084
GLCabc_num4,glc__D_e,glc__D,protein_480 and protein_5489 and protein_6643 and protein_8123,protein_5489
GLCabc_num4,glc__D_e,glc__D,protein_480 and protein_5489 and protein_6643 and protein_8123,protein_6643
GLCabc_num4,glc__D_e,glc__D,protein_480 and protein_5489 and protein_6643 and protein_8123,protein_480
GLCabc_num4,glc__D_e,glc__D,protein_480 and protein_5489 and protein_6643 and protein_8123,protein_8123
GLCabcpp_num2,glc__D_p,glc__D,protein_2004 and protein_5657,protein_5657
GLCabcpp_num2,glc__D_p,glc__D,protein_2004 and protein_5657,protein_2004
GLCabcpp_num3,glc__D_p,glc__D,protein_1086 and protein_6643 and protein_6644,protein_6644
GLCabcpp_num3,glc__D_p,glc__D,protein_1086 and protein_6643 and protein_6644,protein_6643
